Manpower,Disaster_Group,Disaster_Subgroup,Disaster_Type
397,Natural,Geophysical,Earthquake
464,Natural,Geophysical,Earthquake
586,Natural,Geophysical,Earthquake
620,Natural,Geophysical,Earthquake
304,Natural,Geophysical,Mass movement (dry)
392,Natural,Hydrological,Flood
481,Natural,Hydrological,Flood
250,Natural,Hydrological,Flood
266,Natural,Hydrological,Flood
297,Natural,Hydrological,Flood
323,Natural,Hydrological,Flood
339,Natural,Hydrological,Flood
364,Natural,Hydrological,Flood
367,Natural,Hydrological,Flood
394,Natural,Hydrological,Flood
357,Natural,Hydrological,Landslide
517,Natural,Meteorological,Storm
135,Natural,Biological,Epidemic
488,Natural,Biological,Epidemic
381,Natural,Biological,Epidemic
719,Natural,Biological,Epidemic
154,Natural,Geophysical,Volcanic activity
380,Natural,Geophysical,Volcanic activity
282,Natural,Geophysical,Volcanic activity
319,Natural,Hydrological,Flood
349,Natural,Hydrological,Flood
383,Natural,Meteorological,Extreme temperature 
124,Natural,Meteorological,Storm
149,Natural,Geophysical,Earthquake
88,Natural,Hydrological,Flood
283,Natural,Geophysical,Volcanic activity
373,Natural,Geophysical,Volcanic activity
617,Natural,Hydrological,Flood
383,Natural,Meteorological,Extreme temperature 
444,Natural,Climatological,Wildfire
422,Natural,Hydrological,Flood
204,Natural,Hydrological,Flood
436,Natural,Hydrological,Flood
438,Natural,Hydrological,Flood
442,Natural,Hydrological,Flood
489,Natural,Hydrological,Flood
578,Natural,Hydrological,Flood
433,Natural,Biological,Epidemic
552,Natural,Biological,Epidemic
383,Natural,Meteorological,Extreme temperature 
531,Natural,Hydrological,Flood
185,Natural,Biological,Epidemic
324,Natural,Biological,Epidemic
709,Natural,Meteorological,Extreme temperature 
41,Natural,Hydrological,Flood
338,Natural,Hydrological,Flood
156,Natural,Hydrological,Flood
716,Natural,Hydrological,Flood
651,Natural,Hydrological,Flood
156,Natural,Hydrological,Flood
279,Natural,Geophysical,Earthquake
705,Natural,Geophysical,Earthquake
372,Natural,Geophysical,Earthquake
196,Natural,Geophysical,Volcanic activity
343,Natural,Hydrological,Flood
7,Natural,Hydrological,Landslide
69,Natural,Hydrological,Landslide
668,Natural,Hydrological,Landslide
471,Natural,Climatological,Wildfire
207,Natural,Hydrological,Flood
734,Natural,Hydrological,Flood
262,Natural,Hydrological,Flood
263,Natural,Hydrological,Flood
265,Natural,Hydrological,Flood
342,Natural,Hydrological,Flood
369,Natural,Hydrological,Flood
389,Natural,Hydrological,Flood
443,Natural,Hydrological,Flood
469,Natural,Hydrological,Flood
549,Natural,Hydrological,Flood
601,Natural,Hydrological,Flood
712,Natural,Hydrological,Flood
731,Natural,Hydrological,Flood
237,Natural,Meteorological,Extreme temperature 
123,Natural,Geophysical,Earthquake
153,Natural,Geophysical,Earthquake
239,Natural,Geophysical,Earthquake
245,Natural,Hydrological,Flood
599,Natural,Hydrological,Flood
65,Natural,Hydrological,Flood
134,Natural,Hydrological,Flood
60,Natural,Hydrological,Flood
105,Natural,Hydrological,Flood
42,Natural,Hydrological,Flood
3,Natural,Hydrological,Flood
150,Natural,Geophysical,Volcanic activity
134,Natural,Hydrological,Flood
151,Natural,Meteorological,Storm
86,Natural,Hydrological,Flood
137,Natural,Meteorological,Storm
116,Natural,Hydrological,Flood
66,Natural,Meteorological,Storm
16,Natural,Hydrological,Landslide
10,Natural,Hydrological,Flood
27,Natural,Hydrological,Flood
56,Natural,Biological,Epidemic
135,Natural,Hydrological,Flood
19,Natural,Meteorological,Storm
28,Natural,Hydrological,Flood
19,Natural,Meteorological,Storm
62,Natural,Biological,Epidemic
33,Natural,Meteorological,Extreme temperature 
19,Natural,Meteorological,Storm
65,Natural,Biological,Epidemic
15,Natural,Hydrological,Landslide
37,Natural,Meteorological,Storm
19,Natural,Meteorological,Storm
62,Natural,Biological,Epidemic
19,Natural,Meteorological,Storm
37,Natural,Meteorological,Storm
19,Natural,Meteorological,Storm
19,Natural,Meteorological,Storm
141,Natural,Hydrological,Flood
37,Natural,Meteorological,Storm
132,Natural,Hydrological,Flood
108,Natural,Hydrological,Flood
37,Natural,Meteorological,Storm
19,Natural,Meteorological,Storm
19,Natural,Meteorological,Storm
87,Natural,Geophysical,Earthquake
50,Natural,Hydrological,Flood
11,Natural,Hydrological,Landslide
67,Natural,Biological,Epidemic
556,Natural,Hydrological,Flood
497,Natural,Meteorological,Storm
585,Natural,Meteorological,Storm
540,Natural,Meteorological,Storm
669,Natural,Hydrological,Flood
276,Natural,Hydrological,Flood
337,Natural,Hydrological,Flood
467,Natural,Meteorological,Storm
351,Natural,Meteorological,Storm
716,Natural,Hydrological,Flood
9206,Natural,Climatological,Drought
464,Natural,Meteorological,Storm
540,Natural,Meteorological,Storm
585,Natural,Meteorological,Storm
9637,Natural,Climatological,Drought
9578,Natural,Climatological,Drought
9362,Natural,Climatological,Drought
9262,Natural,Climatological,Drought
723,Natural,Meteorological,Storm
359,Natural,Hydrological,Flood
392,Natural,Hydrological,Flood
646,Natural,Hydrological,Flood
470,Natural,Hydrological,Flood
506,Natural,Hydrological,Flood
302,Natural,Hydrological,Flood
371,Natural,Hydrological,Flood
240,Natural,Geophysical,Earthquake
348,Natural,Hydrological,Flood
593,Natural,Hydrological,Flood
567,Natural,Meteorological,Storm
690,Natural,Hydrological,Flood
370,Natural,Hydrological,Flood
304,Natural,Hydrological,Flood
382,Natural,Meteorological,Storm
415,Natural,Hydrological,Flood
396,Natural,Hydrological,Flood
694,Natural,Hydrological,Flood
559,Natural,Hydrological,Flood
746,Natural,Hydrological,Flood
285,Natural,Hydrological,Flood
540,Natural,Meteorological,Storm
430,Natural,Climatological,Wildfire
430,Natural,Climatological,Wildfire
303,Natural,Meteorological,Storm
567,Natural,Meteorological,Storm
585,Natural,Meteorological,Storm
283,Natural,Hydrological,Flood
715,Natural,Hydrological,Flood
625,Natural,Meteorological,Storm
576,Natural,Hydrological,Flood
286,Natural,Hydrological,Flood
583,Natural,Hydrological,Flood
315,Natural,Hydrological,Flood
536,Natural,Meteorological,Storm
524,Natural,Meteorological,Storm
533,Natural,Hydrological,Landslide
567,Natural,Meteorological,Storm
381,Natural,Meteorological,Storm
419,Natural,Meteorological,Storm
547,Natural,Meteorological,Storm
476,Natural,Meteorological,Storm
9142,Natural,Climatological,Drought
9722,Natural,Climatological,Drought
9719,Natural,Climatological,Drought
713,Natural,Meteorological,Extreme temperature 
713,Natural,Meteorological,Extreme temperature 
713,Natural,Meteorological,Extreme temperature 
713,Natural,Meteorological,Extreme temperature 
713,Natural,Meteorological,Extreme temperature 
713,Natural,Meteorological,Extreme temperature 
713,Natural,Meteorological,Extreme temperature 
382,Natural,Meteorological,Storm
394,Natural,Hydrological,Flood
260,Natural,Hydrological,Flood
526,Natural,Hydrological,Flood
755,Natural,Biological,Epidemic
813,Natural,Biological,Epidemic
822,Natural,Hydrological,Flood
419,Natural,Meteorological,Storm
497,Natural,Meteorological,Storm
723,Natural,Meteorological,Storm
507,Natural,Biological,Epidemic
429,Natural,Hydrological,Flood
713,Natural,Meteorological,Extreme temperature 
662,Natural,Meteorological,Storm
519,Natural,Hydrological,Flood
601,Natural,Hydrological,Flood
382,Natural,Meteorological,Storm
450,Natural,Hydrological,Flood
297,Natural,Hydrological,Flood
372,Natural,Biological,Epidemic
621,Natural,Biological,Epidemic
552,Natural,Hydrological,Flood
491,Natural,Biological,Epidemic
754,Natural,Biological,Epidemic
715,Natural,Hydrological,Flood
693,Natural,Meteorological,Storm
690,Natural,Hydrological,Flood
483,Natural,Biological,Epidemic
423,Natural,Hydrological,Flood
306,Natural,Biological,Epidemic
655,Natural,Meteorological,Extreme temperature 
375,Natural,Hydrological,Flood
575,Natural,Geophysical,Earthquake
360,Natural,Hydrological,Flood
714,Natural,Hydrological,Landslide
347,Natural,Meteorological,Extreme temperature 
634,Natural,Biological,Epidemic
722,Natural,Biological,Epidemic
321,Natural,Geophysical,Earthquake
558,Natural,Geophysical,Earthquake
284,Natural,Hydrological,Flood
328,Natural,Geophysical,Earthquake
308,Natural,Geophysical,Volcanic activity
518,Natural,Hydrological,Flood
820,Natural,Meteorological,Extreme temperature 
367,Natural,Climatological,Wildfire
9734,Natural,Climatological,Drought
754,Natural,Biological,Epidemic
365,Natural,Hydrological,Flood
473,Natural,Hydrological,Flood
545,Natural,Hydrological,Flood
756,Natural,Meteorological,Extreme temperature 
713,Natural,Meteorological,Extreme temperature 
458,Natural,Hydrological,Flood
748,Natural,Hydrological,Flood
762,Natural,Biological,Epidemic
616,Natural,Biological,Epidemic
448,Natural,Hydrological,Flood
443,Natural,Hydrological,Flood
570,Natural,Geophysical,Volcanic activity
732,Natural,Meteorological,Storm
309,Natural,Hydrological,Flood
632,Natural,Biological,Epidemic
710,Natural,Biological,Epidemic
662,Natural,Meteorological,Storm
713,Natural,Meteorological,Extreme temperature 
630,Natural,Biological,Epidemic
713,Natural,Meteorological,Extreme temperature 
473,Natural,Hydrological,Flood
713,Natural,Meteorological,Extreme temperature 
754,Natural,Biological,Epidemic
435,Natural,Hydrological,Flood
9153,Natural,Climatological,Drought
329,Natural,Geophysical,Earthquake
340,Natural,Hydrological,Flood
492,Natural,Meteorological,Storm
565,Natural,Meteorological,Storm
671,Natural,Geophysical,Earthquake
814,Natural,Biological,Epidemic
325,Natural,Biological,Epidemic
755,Natural,Biological,Epidemic
9163,Natural,Climatological,Drought
456,Natural,Meteorological,Storm
530,Natural,Meteorological,Storm
682,Natural,Meteorological,Storm
351,Natural,Meteorological,Storm
687,Natural,Meteorological,Extreme temperature 
724,Natural,Climatological,Wildfire
382,Natural,Meteorological,Storm
305,Natural,Hydrological,Flood
397,Natural,Hydrological,Flood
628,Natural,Hydrological,Flood
822,Natural,Hydrological,Flood
584,Natural,Hydrological,Flood
611,Natural,Meteorological,Storm
9277,Natural,Climatological,Drought
761,Natural,Biological,Epidemic
664,Natural,Geophysical,Volcanic activity
737,Natural,Hydrological,Flood
709,Natural,Hydrological,Landslide
289,Natural,Biological,Epidemic
671,Natural,Geophysical,Earthquake
180,Natural,Hydrological,Flood
182,Natural,Hydrological,Flood
504,Natural,Meteorological,Storm
483,Natural,Meteorological,Storm
505,Natural,Meteorological,Storm
251,Natural,Meteorological,Storm
362,Natural,Meteorological,Storm
517,Natural,Meteorological,Storm
600,Natural,Meteorological,Storm
362,Natural,Meteorological,Storm
704,Natural,Geophysical,Earthquake
647,Natural,Hydrological,Flood
663,Natural,Hydrological,Flood
648,Natural,Meteorological,Storm
9756,Natural,Climatological,Drought
656,Natural,Hydrological,Flood
378,Natural,Hydrological,Flood
390,Natural,Hydrological,Flood
361,Natural,Hydrological,Flood
602,Natural,Hydrological,Flood
460,Natural,Hydrological,Flood
680,Natural,Hydrological,Flood
389,Natural,Hydrological,Flood
733,Natural,Hydrological,Flood
640,Natural,Hydrological,Flood
702,Natural,Hydrological,Flood
610,Natural,Meteorological,Storm
448,Natural,Hydrological,Flood
205,Natural,Hydrological,Flood
222,Natural,Hydrological,Landslide
361,Natural,Hydrological,Flood
617,Natural,Hydrological,Flood
312,Natural,Hydrological,Flood
156,Natural,Hydrological,Flood
270,Natural,Hydrological,Flood
530,Natural,Hydrological,Flood
256,Natural,Hydrological,Landslide
341,Natural,Hydrological,Flood
429,Natural,Hydrological,Flood
446,Natural,Hydrological,Flood
623,Natural,Hydrological,Flood
108,Natural,Hydrological,Flood
556,Natural,Hydrological,Flood
605,Natural,Hydrological,Flood
209,Natural,Hydrological,Flood
306,Natural,Hydrological,Flood
447,Natural,Hydrological,Flood
109,Natural,Hydrological,Flood
209,Natural,Hydrological,Flood
333,Natural,Hydrological,Flood
161,Natural,Meteorological,Storm
171,Natural,Meteorological,Storm
257,Natural,Meteorological,Storm
659,Natural,Meteorological,Storm
211,Natural,Meteorological,Storm
451,Natural,Hydrological,Flood
687,Natural,Meteorological,Storm
147,Natural,Hydrological,Flood
388,Natural,Meteorological,Storm
415,Natural,Meteorological,Storm
156,Natural,Hydrological,Flood
320,Natural,Hydrological,Flood
260,Natural,Hydrological,Flood
546,Natural,Hydrological,Flood
743,Natural,Meteorological,Storm
165,Natural,Hydrological,Flood
742,Natural,Meteorological,Storm
9411,Natural,Climatological,Drought
604,Natural,Meteorological,Storm
241,Natural,Meteorological,Storm
473,Natural,Hydrological,Landslide
128,Natural,Meteorological,Storm
595,Natural,Meteorological,Storm
642,Natural,Meteorological,Storm
466,Natural,Meteorological,Storm
648,Natural,Meteorological,Storm
141,Natural,Meteorological,Storm
9425,Natural,Climatological,Drought
142,Natural,Meteorological,Storm
124,Natural,Meteorological,Storm
219,Natural,Hydrological,Landslide
721,Natural,Biological,Epidemic
616,Natural,Meteorological,Storm
178,Natural,Hydrological,Flood
234,Natural,Hydrological,Flood
587,Natural,Hydrological,Flood
624,Natural,Hydrological,Flood
136,Natural,Biological,Epidemic
322,Natural,Biological,Epidemic
750,Natural,Biological,Epidemic
694,Natural,Geophysical,Earthquake
368,Natural,Hydrological,Flood
749,Natural,Biological,Epidemic
267,Natural,Hydrological,Flood
575,Natural,Hydrological,Flood
585,Natural,Hydrological,Flood
89,Natural,Meteorological,Storm
413,Natural,Hydrological,Flood
407,Natural,Hydrological,Landslide
498,Natural,Hydrological,Landslide
709,Natural,Meteorological,Extreme temperature 
445,Natural,Hydrological,Flood
131,Natural,Biological,Epidemic
544,Natural,Hydrological,Flood
100,Natural,Geophysical,Earthquake
80,Natural,Biological,Epidemic
445,Natural,Hydrological,Flood
391,Natural,Hydrological,Flood
729,Natural,Geophysical,Volcanic activity
649,Natural,Hydrological,Flood
115,Natural,Hydrological,Flood
54,Natural,Biological,Epidemic
37,Natural,Hydrological,Flood
113,Natural,Hydrological,Flood
226,Natural,Hydrological,Flood
24,Natural,Hydrological,Flood
321,Natural,Biological,Epidemic
445,Natural,Hydrological,Flood
132,Natural,Biological,Epidemic
512,Natural,Biological,Epidemic
445,Natural,Hydrological,Flood
393,Natural,Hydrological,Flood
383,Natural,Meteorological,Extreme temperature 
342,Natural,Hydrological,Flood
409,Natural,Hydrological,Landslide
9723,Natural,Climatological,Drought
223,Natural,Hydrological,Flood
548,Natural,Hydrological,Flood
365,Natural,Hydrological,Flood
414,Natural,Hydrological,Flood
417,Natural,Hydrological,Flood
345,Natural,Hydrological,Landslide
254,Natural,Meteorological,Extreme temperature 
728,Natural,Climatological,Wildfire
213,Natural,Geophysical,Volcanic activity
9016,Natural,Climatological,Drought
450,Natural,Geophysical,Volcanic activity
40,Natural,Hydrological,Flood
137,Natural,Hydrological,Flood
563,Natural,Hydrological,Flood
439,Natural,Hydrological,Landslide
87,Natural,Hydrological,Landslide
96,Natural,Hydrological,Landslide
410,Natural,Meteorological,Storm
667,Natural,Meteorological,Storm
540,Natural,Geophysical,Volcanic activity
715,Natural,Geophysical,Volcanic activity
82,Natural,Hydrological,Flood
59,Natural,Hydrological,Landslide
302,Natural,Hydrological,Flood
726,Natural,Biological,Epidemic
383,Natural,Meteorological,Extreme temperature 
727,Natural,Biological,Epidemic
127,Natural,Hydrological,Flood
335,Natural,Hydrological,Flood
348,Natural,Meteorological,Extreme temperature 
214,Natural,Geophysical,Earthquake
225,Natural,Hydrological,Flood
360,Natural,Hydrological,Flood
646,Natural,Hydrological,Landslide
22,Natural,Biological,Epidemic
422,Natural,Hydrological,Flood
442,Natural,Hydrological,Flood
76,Natural,Biological,Epidemic
77,Natural,Biological,Epidemic
289,Natural,Biological,Epidemic
611,Natural,Biological,Epidemic
725,Natural,Biological,Epidemic
699,Natural,Geophysical,Earthquake
709,Natural,Meteorological,Extreme temperature 
229,Natural,Hydrological,Flood
422,Natural,Hydrological,Flood
550,Natural,Hydrological,Flood
618,Natural,Hydrological,Flood
624,Natural,Hydrological,Flood
665,Natural,Biological,Epidemic
750,Natural,Biological,Epidemic
243,Natural,Biological,Epidemic
317,Natural,Biological,Epidemic
670,Natural,Biological,Epidemic
247,Natural,Hydrological,Flood
156,Natural,Hydrological,Flood
302,Natural,Hydrological,Flood
434,Natural,Meteorological,Storm
584,Natural,Hydrological,Flood
711,Natural,Hydrological,Flood
639,Natural,Biological,Epidemic
351,Natural,Hydrological,Flood
113,Natural,Hydrological,Flood
405,Natural,Geophysical,Earthquake
53,Natural,Hydrological,Landslide
619,Natural,Hydrological,Flood
334,Natural,Hydrological,Flood
428,Natural,Biological,Epidemic
688,Natural,Geophysical,Earthquake
299,Natural,Hydrological,Flood
362,Natural,Meteorological,Storm
388,Natural,Meteorological,Storm
255,Natural,Hydrological,Flood
624,Natural,Hydrological,Flood
235,Natural,Biological,Epidemic
440,Natural,Biological,Epidemic
635,Natural,Biological,Epidemic
717,Natural,Biological,Epidemic
722,Natural,Biological,Insect infestation
462,Natural,Hydrological,Flood
624,Natural,Hydrological,Flood
679,Natural,Biological,Epidemic
720,Natural,Biological,Epidemic
724,Natural,Biological,Epidemic
753,Natural,Biological,Epidemic
706,Natural,Meteorological,Storm
707,Natural,Meteorological,Storm
718,Natural,Meteorological,Storm
344,Natural,Hydrological,Flood
413,Natural,Hydrological,Flood
418,Natural,Hydrological,Flood
461,Natural,Hydrological,Flood
566,Natural,Hydrological,Flood
598,Natural,Hydrological,Flood
387,Natural,Meteorological,Extreme temperature 
427,Natural,Meteorological,Extreme temperature 
576,Natural,Climatological,Wildfire
662,Natural,Climatological,Wildfire
374,Natural,Climatological,Wildfire
744,Natural,Meteorological,Storm
643,Natural,Hydrological,Flood
366,Natural,Hydrological,Flood
451,Natural,Hydrological,Flood
736,Natural,Hydrological,Flood
251,Natural,Meteorological,Storm
517,Natural,Meteorological,Storm
281,Natural,Geophysical,Volcanic activity
95,Natural,Hydrological,Flood
181,Natural,Hydrological,Flood
431,Natural,Hydrological,Flood
145,Natural,Hydrological,Flood
101,Natural,Geophysical,Earthquake
95,Natural,Meteorological,Storm
133,Natural,Meteorological,Storm
127,Natural,Geophysical,Earthquake
26,Natural,Meteorological,Storm
12,Natural,Hydrological,Flood
39,Natural,Hydrological,Flood
22,Natural,Hydrological,Flood
85,Natural,Meteorological,Storm
68,Natural,Hydrological,Flood
142,Natural,Hydrological,Flood
24,Natural,Hydrological,Flood
20,Natural,Hydrological,Flood
66,Natural,Meteorological,Storm
32,Natural,Meteorological,Storm
69,Natural,Hydrological,Flood
136,Natural,Meteorological,Storm
34,Natural,Hydrological,Flood
80,Natural,Meteorological,Storm
85,Natural,Meteorological,Storm
8,Natural,Hydrological,Flood
40,Natural,Hydrological,Flood
21,Natural,Hydrological,Flood
75,Natural,Hydrological,Flood
76,Natural,Biological,Epidemic
19,Natural,Meteorological,Storm
128,Natural,Hydrological,Landslide
7,Natural,Hydrological,Landslide
93,Natural,Hydrological,Landslide
19,Natural,Meteorological,Storm
37,Natural,Meteorological,Storm
59,Natural,Hydrological,Flood
19,Natural,Meteorological,Storm
113,Natural,Biological,Epidemic
19,Natural,Meteorological,Storm
135,Natural,Hydrological,Flood
48,Natural,Meteorological,Storm
83,Natural,Meteorological,Storm
41,Natural,Hydrological,Flood
103,Natural,Hydrological,Flood
9403,Natural,Climatological,Drought
508,Natural,Biological,Epidemic
815,Natural,Hydrological,Flood
712,Natural,Biological,Epidemic
404,Natural,Biological,Epidemic
726,Natural,Biological,Epidemic
172,Natural,Hydrological,Flood
126,Natural,Meteorological,Storm
673,Natural,Hydrological,Flood
60,Natural,Biological,Epidemic
144,Natural,Biological,Epidemic
186,Natural,Biological,Epidemic
290,Natural,Biological,Epidemic
551,Natural,Biological,Epidemic
730,Natural,Biological,Epidemic
558,Natural,Biological,Epidemic
634,Natural,Biological,Epidemic
314,Natural,Hydrological,Flood
457,Natural,Meteorological,Storm
523,Natural,Meteorological,Storm
612,Natural,Meteorological,Storm
360,Natural,Meteorological,Storm
439,Natural,Meteorological,Storm
439,Natural,Meteorological,Storm
523,Natural,Meteorological,Storm
170,Natural,Meteorological,Storm
160,Natural,Hydrological,Flood
172,Natural,Hydrological,Flood
687,Natural,Meteorological,Extreme temperature 
235,Natural,Meteorological,Extreme temperature 
360,Natural,Meteorological,Storm
161,Natural,Hydrological,Flood
311,Natural,Hydrological,Flood
528,Natural,Hydrological,Flood
572,Natural,Geophysical,Earthquake
268,Natural,Hydrological,Flood
313,Natural,Hydrological,Flood
315,Natural,Hydrological,Flood
333,Natural,Hydrological,Flood
401,Natural,Hydrological,Flood
405,Natural,Hydrological,Flood
590,Natural,Hydrological,Flood
162,Natural,Hydrological,Flood
176,Natural,Hydrological,Flood
191,Natural,Hydrological,Flood
503,Natural,Hydrological,Flood
468,Natural,Hydrological,Flood
167,Natural,Hydrological,Flood
283,Natural,Hydrological,Flood
312,Natural,Hydrological,Flood
610,Natural,Hydrological,Flood
447,Natural,Hydrological,Flood
250,Natural,Hydrological,Flood
364,Natural,Hydrological,Flood
158,Natural,Geophysical,Earthquake
440,Natural,Geophysical,Earthquake
652,Natural,Hydrological,Flood
201,Natural,Hydrological,Flood
297,Natural,Meteorological,Storm
449,Natural,Hydrological,Flood
278,Natural,Hydrological,Flood
235,Natural,Meteorological,Extreme temperature 
591,Natural,Meteorological,Storm
539,Natural,Hydrological,Flood
556,Natural,Meteorological,Storm
523,Natural,Meteorological,Storm
380,Natural,Meteorological,Storm
552,Natural,Meteorological,Storm
360,Natural,Meteorological,Storm
360,Natural,Meteorological,Storm
360,Natural,Meteorological,Storm
523,Natural,Meteorological,Storm
612,Natural,Meteorological,Storm
263,Natural,Meteorological,Extreme temperature 
263,Natural,Meteorological,Extreme temperature 
580,Natural,Hydrological,Landslide
114,Natural,Biological,Epidemic
10,Natural,Hydrological,Flood
40,Natural,Hydrological,Flood
57,Natural,Biological,Epidemic
80,Natural,Meteorological,Storm
178,Natural,Hydrological,Flood
192,Natural,Hydrological,Flood
316,Natural,Hydrological,Flood
672,Natural,Hydrological,Flood
185,Natural,Hydrological,Flood
248,Natural,Hydrological,Flood
659,Natural,Biological,Epidemic
235,Natural,Meteorological,Extreme temperature 
365,Natural,Climatological,Wildfire
235,Natural,Meteorological,Extreme temperature 
477,Natural,Hydrological,Flood
305,Natural,Hydrological,Flood
227,Natural,Meteorological,Storm
509,Natural,Biological,Epidemic
510,Natural,Biological,Epidemic
171,Natural,Hydrological,Flood
322,Natural,Hydrological,Flood
554,Natural,Hydrological,Flood
366,Natural,Climatological,Wildfire
395,Natural,Climatological,Wildfire
235,Natural,Meteorological,Extreme temperature 
360,Natural,Meteorological,Storm
653,Natural,Geophysical,Earthquake
9514,Natural,Climatological,Drought
465,Natural,Hydrological,Flood
455,Natural,Hydrological,Flood
165,Natural,Hydrological,Flood
621,Natural,Meteorological,Storm
349,Natural,Hydrological,Flood
587,Natural,Geophysical,Earthquake
263,Natural,Meteorological,Extreme temperature 
387,Natural,Meteorological,Storm
217,Natural,Geophysical,Earthquake
296,Natural,Hydrological,Flood
166,Natural,Hydrological,Flood
414,Natural,Hydrological,Flood
448,Natural,Hydrological,Flood
428,Natural,Hydrological,Flood
400,Natural,Hydrological,Flood
433,Natural,Geophysical,Earthquake
529,Natural,Hydrological,Flood
437,Natural,Biological,Epidemic
466,Natural,Hydrological,Flood
498,Natural,Hydrological,Flood
235,Natural,Meteorological,Extreme temperature 
349,Natural,Hydrological,Flood
724,Natural,Biological,Epidemic
9676,Natural,Climatological,Drought
167,Natural,Hydrological,Flood
344,Natural,Hydrological,Flood
353,Natural,Hydrological,Flood
568,Natural,Hydrological,Flood
670,Natural,Climatological,Wildfire
174,Natural,Hydrological,Flood
551,Natural,Hydrological,Flood
363,Natural,Geophysical,Volcanic activity
273,Natural,Hydrological,Flood
304,Natural,Hydrological,Flood
592,Natural,Hydrological,Flood
655,Natural,Meteorological,Storm
453,Natural,Biological,Epidemic
692,Natural,Geophysical,Earthquake
247,Natural,Hydrological,Flood
441,Natural,Hydrological,Flood
515,Natural,Hydrological,Flood
423,Natural,Biological,Epidemic
399,Natural,Hydrological,Flood
554,Natural,Hydrological,Flood
301,Natural,Climatological,Wildfire
392,Natural,Climatological,Wildfire
503,Natural,Hydrological,Flood
461,Natural,Geophysical,Earthquake
503,Natural,Hydrological,Flood
543,Natural,Hydrological,Flood
325,Natural,Climatological,Wildfire
444,Natural,Climatological,Wildfire
281,Natural,Hydrological,Flood
496,Natural,Hydrological,Flood
235,Natural,Meteorological,Extreme temperature 
485,Natural,Geophysical,Earthquake
565,Natural,Geophysical,Earthquake
259,Natural,Geophysical,Volcanic activity
511,Natural,Geophysical,Volcanic activity
175,Natural,Hydrological,Flood
309,Natural,Hydrological,Flood
274,Natural,Biological,Epidemic
651,Natural,Biological,Epidemic
467,Natural,Hydrological,Flood
225,Natural,Hydrological,Flood
238,Natural,Hydrological,Flood
239,Natural,Hydrological,Flood
240,Natural,Hydrological,Flood
311,Natural,Hydrological,Flood
320,Natural,Hydrological,Flood
415,Natural,Hydrological,Flood
469,Natural,Hydrological,Flood
524,Natural,Hydrological,Flood
596,Natural,Hydrological,Flood
602,Natural,Hydrological,Flood
603,Natural,Hydrological,Flood
556,Natural,Meteorological,Storm
674,Natural,Meteorological,Extreme temperature 
229,Natural,Hydrological,Flood
268,Natural,Hydrological,Flood
155,Natural,Meteorological,Storm
338,Natural,Meteorological,Storm
304,Natural,Meteorological,Storm
525,Natural,Meteorological,Storm
7,Natural,Meteorological,Extreme temperature 
234,Natural,Meteorological,Storm
237,Natural,Meteorological,Storm
514,Natural,Meteorological,Storm
9200,Natural,Climatological,Drought
384,Natural,Meteorological,Storm
6,Natural,Meteorological,Extreme temperature 
142,Natural,Hydrological,Flood
285,Natural,Hydrological,Flood
16,Natural,Hydrological,Flood
41,Natural,Hydrological,Flood
125,Natural,Hydrological,Flood
549,Natural,Hydrological,Flood
389,Natural,Hydrological,Flood
192,Natural,Geophysical,Earthquake
212,Natural,Hydrological,Flood
243,Natural,Hydrological,Flood
507,Natural,Hydrological,Flood
363,Natural,Hydrological,Flood
649,Natural,Geophysical,Earthquake
546,Natural,Geophysical,Volcanic activity
121,Natural,Hydrological,Flood
427,Natural,Hydrological,Flood
484,Natural,Hydrological,Flood
551,Natural,Hydrological,Flood
352,Natural,Meteorological,Storm
444,Natural,Hydrological,Flood
48,Natural,Hydrological,Flood
226,Natural,Geophysical,Earthquake
484,Natural,Hydrological,Flood
484,Natural,Hydrological,Flood
92,Natural,Hydrological,Flood
526,Natural,Hydrological,Flood
246,Natural,Hydrological,Flood
423,Natural,Hydrological,Flood
581,Natural,Hydrological,Flood
108,Natural,Hydrological,Flood
486,Natural,Hydrological,Flood
533,Natural,Meteorological,Storm
653,Natural,Meteorological,Storm
369,Natural,Meteorological,Storm
378,Natural,Meteorological,Storm
381,Natural,Hydrological,Flood
651,Natural,Meteorological,Storm
20,Natural,Meteorological,Extreme temperature 
604,Natural,Meteorological,Storm
82,Natural,Meteorological,Storm
648,Natural,Meteorological,Storm
352,Natural,Meteorological,Storm
233,Natural,Meteorological,Storm
249,Natural,Meteorological,Storm
292,Natural,Meteorological,Storm
329,Natural,Meteorological,Storm
352,Natural,Meteorological,Storm
82,Natural,Meteorological,Storm
51,Natural,Meteorological,Storm
165,Natural,Meteorological,Storm
165,Natural,Meteorological,Storm
426,Natural,Meteorological,Storm
352,Natural,Meteorological,Storm
378,Natural,Meteorological,Storm
384,Natural,Meteorological,Storm
646,Natural,Meteorological,Storm
9475,Natural,Climatological,Drought
9640,Natural,Climatological,Drought
9303,Natural,Climatological,Drought
514,Natural,Meteorological,Storm
264,Natural,Hydrological,Flood
73,Natural,Meteorological,Extreme temperature 
338,Natural,Meteorological,Storm
488,Natural,Hydrological,Flood
602,Natural,Biological,Epidemic
60,Natural,Hydrological,Flood
105,Natural,Biological,Epidemic
511,Natural,Biological,Epidemic
182,Natural,Geophysical,Volcanic activity
53,Natural,Hydrological,Flood
